"","log2fc.line.logcbc","pvalue.line.logcbc","qvalue.line.logcbc","log2fc.line.cbc","pvalue.line.cbc","qvalue.line.cbc"
"ENSSSCG00000005478",0.013222628108159,0.762131293095492,0.527266342394598,0.00535458323538148,0.900302742888918,0.584194127738142
"ENSSSCG00000005480",0.163420946237613,0.0412709863253847,0.125502367559457,0.138152915364362,0.0995455766089792,0.218807203360319
"ENSSSCG00000005481",0.168736492750225,0.0313957276760495,0.11180989485022,0.137335927738083,0.0847115307204456,0.204592259880804
"ENSSSCG00000005484",0.0247734465021352,0.891467802019457,0.566924407185745,0.0511601889111423,0.78491302761703,0.553371491660512
"ENSSSCG00000005489",0.416690894821969,0.0241129997011706,0.0976078937030058,0.358004736522492,0.0426852546493994,0.15032283652425
"ENSSSCG00000005490",0.0587632576588952,0.805605602823902,0.541327757819729,0.219332169789761,0.412789668208372,0.419012910009714
"ENSSSCG00000005491",0.111647816515585,0.0375628387001365,0.121433744622614,0.0996322928859325,0.0692096861504728,0.186151906654274
"ENSSSCG00000005492",0.198821013232209,0.0324614248621496,0.113552681019708,0.219033730421709,0.0238731571083126,0.118248046066105
"ENSSSCG00000005494",1.05008278157953,0.0658990237773228,0.15612735890045,1.21436753048961,0.0274835672637996,0.124618510761514
"ENSSSCG00000005501",0.0602026909059678,0.683533757928297,0.499827969710356,0.0417936519332859,0.781009175809715,0.552169058133901
"ENSSSCG00000005503",0.18251964109532,0.234242414616966,0.296371583574915,0.104738531333369,0.515142340968439,0.465313936776225
"ENSSSCG00000005505",0.230811475819903,0.00259250276473755,0.0361364152102041,0.236389447913226,0.00138251443464532,0.035174435606274
"ENSSSCG00000005506",0.405921401550393,0.118177833125483,0.207945064804435,0.186635438551108,0.403759642911629,0.413822505397042
"ENSSSCG00000005507",0.264074734981302,0.037344920892325,0.121213033528517,0.274997500884608,0.021574571315766,0.112717077445902
"ENSSSCG00000005509",0.209783676618794,0.0854788031821631,0.17682760363166,0.186560243866363,0.125084641183541,0.242517655793905
"ENSSSCG00000005510",0.0767716384776383,0.509304595904224,0.434013622884071,0.127017958010229,0.260294593514705,0.338080145770097
"ENSSSCG00000005511",0.226738388731636,0.0569812466421741,0.145821047981051,0.226836179408925,0.0485947541957676,0.159705079694351
"ENSSSCG00000005514",0.117666593316856,0.0172335005701657,0.0836353140649529,0.118422593592476,0.0140209377692078,0.0932884912936825
"ENSSSCG00000005516",0.0958575167016828,0.223535557389153,0.289187970428913,0.0465681144753828,0.588186873715537,0.49021034154788
"ENSSSCG00000005518",0.00639319095117344,0.908822146585518,0.571406211541614,0.0202471836873664,0.712558809233985,0.531485834689231
