"","log2fc.line.logcbc","pvalue.line.logcbc","qvalue.line.logcbc","log2fc.line.cbc","pvalue.line.cbc","qvalue.line.cbc"
"ENSSSCG00000000089",0.085547049816407,0.145200122820263,0.231686290438103,0.0905067691708722,0.112196012543488,0.231708196048027
"ENSSSCG00000000090",0.0215947787656792,0.865077308883918,0.559426380002108,0.0736629992236995,0.548024838559874,0.476211174770894
"ENSSSCG00000000091",0.0968637105012491,0.0479570337771349,0.135058496095887,0.0596737397634495,0.256151960510915,0.336438395894933
"ENSSSCG00000000093",0.0900464268922923,0.304919448653225,0.336517043123892,0.106907566193576,0.200028423125321,0.300383980119936
"ENSSSCG00000000094",0.000796722260175665,0.989514733058822,0.590888139252852,0.0338541341230708,0.573154357582669,0.484510263679062
"ENSSSCG00000000095",0.0671593321146827,0.136419175381875,0.224592544836013,0.0663203725216242,0.13528640209635,0.251289368681574
"ENSSSCG00000000096",0.0663083551273026,0.208969616879951,0.280137643812954,0.0829964844438208,0.135078996147122,0.251260104148381
"ENSSSCG00000000097",0.0902102650626106,0.124144307931598,0.213021232764073,0.0456588589180282,0.422782358532943,0.421416787459067
"ENSSSCG00000000104",0.193813356280777,0.0139386918998612,0.0758033404492267,0.153727551438872,0.0390818809123201,0.145354541477808
"ENSSSCG00000000105",0.333754315382036,0.360095652419106,0.36763993353416,0.22281028338984,0.516932732712001,0.465974552986957
"ENSSSCG00000000107",0.0582436835181235,0.443323221292055,0.405675501760976,0.00442581605384212,0.95870215702947,0.59893862311705
"ENSSSCG00000000108",0.054617033909662,0.729593570252161,0.516246858907744,0.0129015819827821,0.930642111236253,0.592594608000442
"ENSSSCG00000000110",0.0240883245286392,0.744395019517905,0.521240965544667,0.0160645747204892,0.837296896665428,0.567784512556274
"ENSSSCG00000000111",0.128372637271564,0.598548196564601,0.468982841031378,0.166869521227359,0.508436792518314,0.461750722717177
"ENSSSCG00000000114",0.0679090159585887,0.388575355003139,0.381407612491299,0.0933122877276874,0.21392963249804,0.310629411537807
"ENSSSCG00000000116",0.0996593733143109,0.259015082707357,0.311348699592531,0.0988983592742375,0.245282687275913,0.331175902675781
"ENSSSCG00000000118",0.0344107504748511,0.630731224789975,0.481734042391624,0.0875937746131544,0.207604142190665,0.306408639223791
